即時值查詢
資料時間：2024/05/27~2026/05/27
"測站","日期","測項","00","01","02","03","04","05","06","07","08","09","10","11","12","13","14","15","16","17","18","19","20","21","22","23"
花蓮,2024/12/22,PM2.5,4,6,4,3,1,3,3,7,8,5,8,6,9,6,7,14,13,11,21,15,13,12,8,7
花蓮,2024/12/23,PM2.5,7,6,3,3,3,8,10,11,8,8,6,3,4,6,5,5,5,7,8,6,2,1,0,2
花蓮,2024/12/24,PM2.5,3,2,0,1,2,1,5,5,3,4,3,5,4,4,4,0,0,2,3,10,9,9,6,8
花蓮,2024/12/25,PM2.5,6,3,2,2,6,4,0,5,4,4,#,2,6,5,2,1,5,8,10,8,6,8,6,5
花蓮,2024/12/26,PM2.5,4,5,6,8,4,2,4,4,2,1,5,4,3,6,6,11,9,12,15,22,21,13,16,12
花蓮,2024/12/27,PM2.5,9,7,9,11,11,8,13,9,8,7,3,7,8,6,7,9,13,13,7,6,7,6,4,2
花蓮,2024/12/28,PM2.5,0,0,2,2,1,0,3,6,9,12,9,11,10,10,9,11,20,21,25,22,12,9,8,10
花蓮,2024/12/29,PM2.5,13,7,12,11,10,8,7,8,12,11,9,4,3,4,4,4,4,15,22,16,13,11,11,9
花蓮,2024/12/30,PM2.5,12,13,9,8,6,4,5,8,7,3,4,3,3,6,6,4,7,6,8,9,10,9,10,7
花蓮,2024/12/31,PM2.5,8,7,4,6,4,10,9,10,13,12,12,10,12,13,19,25,27,25,25,28,24,27,25,22
花蓮,2025/01/01,PM2.5,27,23,22,15,16,18,19,19,24,18,22,21,18,23,20,22,20,27,29,32,21,21,23,13
花蓮,2025/01/02,PM2.5,11,17,12,11,9,9,7,7,11,11,12,9,7,9,13,#,2,4,12,10,19,17,6,4
花蓮,2025/01/03,PM2.5,4,1,2,4,1,5,4,7,9,6,3,3,7,10,10,9,10,12,11,9,9,12,14,10
花蓮,2025/01/04,PM2.5,11,19,16,14,19,16,12,9,12,12,12,11,12,8,8,9,9,9,16,11,13,7,5,3
花蓮,2025/01/05,PM2.5,0,4,15,11,10,9,8,9,7,7,5,6,5,5,5,3,6,9,9,14,10,11,8,8
花蓮,2025/01/06,PM2.5,5,10,8,11,9,14,13,21,16,21,21,24,21,26,29,24,21,23,21,23,25,18,23,21
花蓮,2025/01/07,PM2.5,17,24,19,12,19,14,16,14,14,#,15,15,16,15,15,16,17,12,17,11,12,9,7,11
花蓮,2025/01/08,PM2.5,15,12,8,14,10,14,11,15,18,17,4,4,5,4,7,5,3,0,2,4,2,1,1,0
花蓮,2025/01/09,PM2.5,0,0,3,2,2,3,1,3,6,5,#,6,11,12,16,15,13,19,7,16,12,11,6,3
花蓮,2025/01/10,PM2.5,3,4,5,8,5,3,6,6,4,4,4,3,1,3,7,5,6,2,4,6,7,5,5,4
花蓮,2025/01/11,PM2.5,1,1,3,1,0,0,5,3,6,5,4,3,0,0,0,0,0,2,3,3,5,4,7,5
花蓮,2025/01/12,PM2.5,4,2,2,4,3,2,0,1,3,4,6,7,11,8,8,12,16,13,24,19,12,13,12,10
花蓮,2025/01/13,PM2.5,9,11,7,7,12,7,12,11,6,8,6,7,7,9,9,12,15,13,16,13,17,9,9,9
花蓮,2025/01/14,PM2.5,11,9,6,5,6,7,9,6,7,8,8,9,7,9,10,10,9,14,15,19,27,10,10,9
花蓮,2025/01/15,PM2.5,7,10,10,12,10,7,8,8,14,10,12,13,21,14,13,12,17,11,10,12,11,12,16,19
花蓮,2025/01/16,PM2.5,15,9,10,7,8,12,9,9,9,14,#,7,12,8,4,7,9,11,8,12,10,11,9,5
花蓮,2025/01/17,PM2.5,3,2,4,5,4,4,3,4,6,5,4,3,3,2,3,6,8,11,8,10,8,11,8,6
花蓮,2025/01/18,PM2.5,6,3,1,1,3,4,2,1,4,7,6,6,3,4,5,6,6,5,11,13,12,13,9,8
花蓮,2025/01/19,PM2.5,8,9,8,8,9,12,9,7,6,15,6,7,11,8,6,7,10,9,12,8,11,11,10,12
花蓮,2025/01/20,PM2.5,12,12,14,9,7,4,11,10,9,6,4,4,3,7,14,11,18,16,17,19,21,27,19,21
花蓮,2025/01/21,PM2.5,19,15,19,15,20,16,19,20,26,18,#,15,11,9,20,19,20,21,25,19,25,22,18,19
花蓮,2025/01/22,PM2.5,20,24,15,16,22,20,14,12,17,20,19,13,14,15,11,15,15,14,21,17,11,10,13,10
花蓮,2025/01/23,PM2.5,9,6,4,7,11,12,9,8,10,11,6,5,9,17,16,15,13,13,13,16,13,16,12,15
花蓮,2025/01/24,PM2.5,6,8,6,5,6,9,11,11,12,10,9,5,4,4,7,7,10,7,11,9,7,6,3,4
花蓮,2025/01/25,PM2.5,3,8,11,6,6,4,5,6,3,4,5,6,10,8,6,6,15,11,12,10,15,10,11,14
花蓮,2025/01/26,PM2.5,10,10,18,16,9,10,7,11,13,10,11,8,9,8,9,9,13,14,13,14,10,6,8,5
花蓮,2025/01/27,PM2.5,1,3,6,5,3,0,0,3,1,#,2,4,3,2,7,13,13,20,16,14,11,16,12,13
花蓮,2025/01/28,PM2.5,20,9,9,8,8,8,9,9,9,8,5,7,8,8,11,12,17,17,16,19,13,11,11,12
花蓮,2025/01/29,PM2.5,30,26,10,7,5,10,7,7,9,7,7,6,8,5,5,3,7,7,8,16,19,22,7,7
花蓮,2025/01/30,PM2.5,7,11,8,5,6,9,7,9,6,4,8,5,4,6,8,8,9,10,12,18,42,29,21,22
花蓮,2025/01/31,PM2.5,19,16,14,12,13,12,11,11,11,8,7,5,3,0,0,1,3,4,7,10,27,12,10,11
花蓮,2025/02/01,PM2.5,10,9,7,12,8,5,4,7,5,1,2,3,0,0,0,0,0,2,2,3,8,7,4,2
花蓮,2025/02/02,PM2.5,2,2,1,0,0,0,0,0,5,4,4,2,0,0,4,7,7,5,2,4,5,4,1,2
花蓮,2025/02/03,PM2.5,2,0,2,1,0,0,0,0,1,3,2,#,0,2,1,2,2,0,1,1,1,1,1,0
花蓮,2025/02/04,PM2.5,2,1,0,0,1,2,6,5,9,15,9,4,8,19,13,19,18,18,21,18,17,15,17,17
花蓮,2025/02/05,PM2.5,18,19,16,17,10,7,11,10,11,12,11,7,6,11,11,9,9,11,10,12,11,7,16,13
花蓮,2025/02/06,PM2.5,13,9,9,8,9,5,8,7,4,4,5,6,5,3,5,5,5,7,7,5,4,5,5,6
花蓮,2025/02/07,PM2.5,5,1,2,4,5,3,4,4,2,2,0,0,0,3,2,1,3,5,8,8,6,4,2,1
花蓮,2025/02/08,PM2.5,1,0,0,5,6,4,8,6,5,7,7,8,7,8,6,8,6,9,8,4,4,6,4,3
花蓮,2025/02/09,PM2.5,3,2,4,4,6,3,3,3,2,3,2,1,1,2,2,3,2,1,7,7,3,1,3,2
花蓮,2025/02/10,PM2.5,1,4,8,6,3,4,4,5,5,6,9,8,5,1,1,4,4,3,5,7,5,5,5,3
花蓮,2025/02/11,PM2.5,3,3,1,3,3,1,2,3,5,4,#,0,0,0,2,3,5,9,10,8,5,7,6,4
花蓮,2025/02/12,PM2.5,4,8,7,9,8,5,3,4,8,6,5,6,8,8,10,6,2,6,12,8,9,8,4,2
花蓮,2025/02/13,PM2.5,0,0,0,0,2,3,3,3,0,0,0,1,2,0,0,1,0,0,3,2,1,2,4,2
花蓮,2025/02/14,PM2.5,0,0,1,4,5,3,3,4,3,3,1,4,5,3,0,4,3,0,2,2,5,8,8,9
花蓮,2025/02/15,PM2.5,7,7,6,2,3,4,3,6,6,4,3,1,2,3,3,1,0,1,0,1,7,10,11,7
花蓮,2025/02/16,PM2.5,10,7,4,3,1,0,0,3,4,6,4,8,11,12,10,13,15,19,17,11,17,17,24,18
花蓮,2025/02/17,PM2.5,15,17,16,17,21,18,19,21,15,23,22,25,33,27,26,25,29,33,30,26,31,25,26,28
花蓮,2025/02/18,PM2.5,33,29,25,26,34,27,26,23,7,2,0,0,0,1,3,4,3,1,0,0,1,0,1,1
花蓮,2025/02/19,PM2.5,0,0,1,1,0,0,0,0,1,5,#,0,0,1,2,2,1,2,1,5,7,5,2,2
花蓮,2025/02/20,PM2.5,5,5,8,5,1,2,4,4,3,3,7,8,7,3,6,8,9,8,14,13,9,9,10,7
花蓮,2025/02/21,PM2.5,9,5,3,2,2,1,0,2,2,4,4,1,0,0,0,2,2,2,2,5,3,0,1,0
花蓮,2025/02/22,PM2.5,0,0,0,0,1,1,1,0,4,7,5,1,0,0,0,0,3,4,3,3,3,3,5,3
花蓮,2025/02/23,PM2.5,3,4,5,3,1,1,0,0,0,4,0,1,3,4,2,1,2,3,3,2,2,3,4,2
花蓮,2025/02/24,PM2.5,0,0,1,2,3,1,0,1,2,2,0,2,2,3,2,7,6,4,6,12,8,5,4,8
花蓮,2025/02/25,PM2.5,4,0,1,2,2,6,4,0,3,6,#,10,6,4,6,9,12,9,11,15,13,7,10,8
花蓮,2025/02/26,PM2.5,9,9,5,2,3,2,3,5,8,5,0,1,3,3,6,3,5,10,10,10,10,11,9,11
花蓮,2025/02/27,PM2.5,9,7,3,4,6,7,8,9,9,6,8,8,8,5,9,8,8,11,12,18,15,11,13,8
花蓮,2025/02/28,PM2.5,5,11,6,4,4,5,9,7,6,7,8,7,5,2,5,9,5,5,8,9,5,4,5,3
花蓮,2025/03/01,PM2.5,4,7,4,6,5,6,6,4,3,7,5,3,5,4,3,3,2,9,6,7,11,6,11,7
花蓮,2025/03/02,PM2.5,4,7,6,10,6,4,4,5,4,1,6,6,7,4,4,6,6,9,5,5,9,8,5,4
花蓮,2025/03/03,PM2.5,6,5,4,2,2,2,1,2,3,6,#,5,10,9,10,10,10,9,7,5,8,8,11,7
花蓮,2025/03/04,PM2.5,7,7,7,5,18,9,5,4,3,2,1,0,0,0,0,0,0,2,NA,NA,0,0,2,6
花蓮,2025/03/05,PM2.5,3,1,2,2,3,5,6,3,5,6,10,6,3,3,1,2,3,2,1,0,0,1,2,1
花蓮,2025/03/06,PM2.5,3,1,0,2,3,1,0,2,3,3,1,0,3,3,2,1,2,7,5,2,4,5,2,0
花蓮,2025/03/07,PM2.5,0,2,4,2,2,2,3,5,4,4,7,9,9,5,6,8,9,7,7,6,7,9,6,3
花蓮,2025/03/08,PM2.5,5,5,6,8,6,3,2,5,4,4,3,2,3,8,9,6,8,7,7,17,5,8,7,9
花蓮,2025/03/09,PM2.5,10,7,7,5,2,5,6,8,5,5,4,3,7,6,4,6,8,5,5,8,8,11,12,7
花蓮,2025/03/10,PM2.5,5,5,7,11,4,7,6,7,7,8,5,2,2,3,7,6,11,8,13,9,12,11,13,8
花蓮,2025/03/11,PM2.5,9,5,5,5,5,11,6,13,11,9,6,5,7,7,9,7,6,7,12,10,13,10,6,4
花蓮,2025/03/12,PM2.5,3,9,7,5,7,9,7,8,6,9,10,9,8,7,9,12,10,11,14,14,17,15,13,11
花蓮,2025/03/13,PM2.5,7,8,8,7,7,8,7,6,9,13,#,10,13,11,14,14,10,14,13,8,7,9,3,4
花蓮,2025/03/14,PM2.5,4,3,5,3,3,6,5,3,5,6,4,7,4,4,4,3,6,8,11,7,4,4,6,4
花蓮,2025/03/15,PM2.5,0,2,1,0,2,4,4,4,7,4,3,7,8,7,9,6,5,5,4,4,2,3,3,0
花蓮,2025/03/16,PM2.5,0,1,3,2,0,3,2,1,5,5,1,2,4,6,6,6,7,10,11,16,20,17,18,15
花蓮,2025/03/17,PM2.5,11,15,12,11,15,18,14,19,12,16,14,11,10,10,13,11,13,17,10,12,12,12,11,21
花蓮,2025/03/18,PM2.5,13,12,10,9,5,4,4,6,7,5,4,4,4,4,6,4,6,7,7,6,11,9,9,9
花蓮,2025/03/19,PM2.5,8,9,9,11,7,6,4,6,5,6,#,4,17,14,11,12,14,16,14,16,17,16,15,11
花蓮,2025/03/20,PM2.5,11,14,16,16,16,13,11,15,14,14,14,19,16,14,15,12,14,18,15,18,23,19,18,15
花蓮,2025/03/21,PM2.5,13,11,14,11,9,12,10,11,9,13,7,3,8,9,5,7,11,10,14,15,12,9,7,12
花蓮,2025/03/22,PM2.5,12,9,7,12,11,10,8,9,9,11,15,12,8,7,13,12,14,11,6,27,14,19,19,9
花蓮,2025/03/23,PM2.5,11,11,12,7,12,11,10,9,8,11,9,9,9,6,4,4,4,13,11,10,12,10,8,7
花蓮,2025/03/24,PM2.5,4,5,9,10,7,5,9,8,8,8,5,4,4,6,9,6,5,5,8,8,11,13,10,8
花蓮,2025/03/25,PM2.5,8,6,4,7,7,4,8,7,9,12,#,6,7,5,5,11,10,9,8,10,16,13,17,12
花蓮,2025/03/26,PM2.5,11,10,9,8,9,10,14,13,12,13,13,10,6,8,8,10,6,7,6,15,16,11,12,11
花蓮,2025/03/27,PM2.5,9,16,11,8,11,8,10,10,11,16,11,10,6,8,8,10,11,11,11,11,12,12,11,13
花蓮,2025/03/28,PM2.5,15,9,6,7,8,18,27,26,22,25,24,18,14,17,12,12,9,9,7,4,2,2,0,1
花蓮,2025/03/29,PM2.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,4,3,1,1,1,0,0,0
花蓮,2025/03/30,PM2.5,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,4,3,1,0,0
花蓮,2025/03/31,PM2.5,0,0,1,1,0,1,2,1,1,2,1,1,0,2,0,0,1,1,3,3,1,0,2,3
花蓮,2025/04/01,PM2.5,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,2,4,3,4,5,3,1
花蓮,2025/04/02,PM2.5,1,1,0,0,1,3,2,5,9,5,#,10,9,7,7,4,8,5,9,8,12,13,11,12
花蓮,2025/04/03,PM2.5,8,12,9,7,9,8,11,10,11,9,7,9,8,6,6,7,7,9,14,9,6,9,11,9
花蓮,2025/04/04,PM2.5,6,9,7,6,6,6,9,8,6,10,13,12,18,17,15,15,15,18,19,18,15,6,11,15
花蓮,2025/04/05,PM2.5,15,16,12,10,10,10,13,13,12,11,14,13,13,11,18,17,13,11,11,16,12,15,13,15
花蓮,2025/04/06,PM2.5,9,6,6,4,2,2,1,0,2,3,5,7,8,10,8,11,20,17,12,20,13,16,16,18
花蓮,2025/04/07,PM2.5,17,16,16,12,16,15,15,16,17,15,18,17,17,18,18,12,12,11,13,17,13,11,13,10
花蓮,2025/04/08,PM2.5,13,14,13,11,11,14,8,10,11,11,#,11,14,10,7,10,9,11,9,7,8,6,6,10
花蓮,2025/04/09,PM2.5,7,8,8,9,8,5,5,6,10,7,7,8,10,7,12,10,11,10,10,12,11,7,10,9
花蓮,2025/04/10,PM2.5,6,7,6,6,4,7,5,7,9,12,11,7,11,11,11,11,10,11,10,9,8,9,11,13
花蓮,2025/04/11,PM2.5,11,9,7,9,11,11,13,14,14,14,15,9,7,5,9,9,8,6,5,5,9,6,7,6
花蓮,2025/04/12,PM2.5,6,6,6,4,3,4,5,3,4,5,11,6,6,10,9,9,11,15,10,12,12,19,18,15
花蓮,2025/04/13,PM2.5,11,15,18,15,22,34,25,50,57,56,51,51,48,43,36,42,38,34,30,28,32,26,28,26
花蓮,2025/04/14,PM2.5,24,27,27,22,19,22,18,19,15,12,13,19,17,16,17,16,22,17,17,17,17,11,13,13
花蓮,2025/04/15,PM2.5,9,14,13,10,11,14,15,15,14,17,28,27,17,21,13,17,19,19,17,26,21,22,15,14
花蓮,2025/04/16,PM2.5,12,12,11,13,12,8,10,14,9,19,21,17,17,19,23,11,15,22,21,19,18,16,22,14
花蓮,2025/04/17,PM2.5,13,16,13,15,11,11,14,13,13,13,19,10,16,14,9,9,16,16,10,17,15,11,14,18
花蓮,2025/04/18,PM2.5,7,12,11,8,7,7,7,8,13,11,#,10,9,11,10,6,6,8,7,11,9,16,8,8
花蓮,2025/04/19,PM2.5,7,10,15,9,14,12,13,14,12,9,16,9,5,6,7,11,10,9,8,7,10,11,16,15
花蓮,2025/04/20,PM2.5,11,11,18,11,12,14,15,14,12,13,19,12,14,10,9,10,10,16,17,14,13,20,20,18
花蓮,2025/04/21,PM2.5,8,11,7,7,9,9,7,5,8,10,11,11,11,7,8,7,4,1,12,8,8,10,13,11
花蓮,2025/04/22,PM2.5,11,11,9,8,8,5,4,5,5,9,#,7,10,8,12,11,17,17,12,15,14,11,12,9
花蓮,2025/04/23,PM2.5,9,7,10,16,11,8,13,12,10,12,17,16,15,11,14,14,14,15,16,15,12,11,8,8
花蓮,2025/04/24,PM2.5,8,7,7,4,3,4,3,5,3,1,3,2,0,2,3,3,5,3,3,6,7,6,9,6
花蓮,2025/04/25,PM2.5,5,6,4,5,5,2,6,4,9,7,6,10,8,9,6,3,4,5,5,4,2,3,2,0
花蓮,2025/04/26,PM2.5,4,3,2,2,1,3,1,0,0,1,3,3,1,0,0,0,0,1,2,4,5,3,1,0
花蓮,2025/04/27,PM2.5,0,2,1,1,4,3,0,0,0,2,2,3,3,2,3,3,1,3,6,5,7,7,5,4
花蓮,2025/04/28,PM2.5,5,6,6,7,6,5,8,7,6,5,5,6,8,10,10,15,18,22,19,21,20,15,17,17
花蓮,2025/04/29,PM2.5,14,11,16,8,9,12,8,8,8,11,10,9,12,9,9,11,8,7,6,8,9,8,7,6
花蓮,2025/04/30,PM2.5,7,10,8,11,8,9,9,6,6,8,#,*,0,3,5,5,8,5,9,9,7,11,10,7
花蓮,2025/05/01,PM2.5,5,9,6,6,10,8,10,10,9,5,10,12,9,11,9,7,18,9,11,15,10,14,10,16
花蓮,2025/05/02,PM2.5,11,15,11,11,11,16,13,10,14,19,16,16,17,19,13,16,21,16,17,12,14,16,13,15
花蓮,2025/05/03,PM2.5,11,14,14,14,17,13,19,15,16,17,20,21,17,17,20,21,20,19,13,16,18,11,13,12
花蓮,2025/05/04,PM2.5,11,9,8,13,7,11,11,9,13,12,15,11,11,23,27,19,12,17,14,8,10,11,8,14
花蓮,2025/05/05,PM2.5,10,7,9,10,9,7,6,6,7,5,5,6,6,8,8,6,5,4,5,7,11,11,16,4
花蓮,2025/05/06,PM2.5,5,9,10,8,6,7,6,5,10,10,15,16,17,14,11,12,15,16,11,14,11,11,8,5
花蓮,2025/05/07,PM2.5,4,5,7,6,17,21,25,19,11,11,11,13,19,23,20,26,16,16,11,16,17,8,6,7
花蓮,2025/05/08,PM2.5,7,10,7,7,8,11,10,7,8,#,21,15,13,12,15,13,13,15,11,16,17,19,11,20
花蓮,2025/05/09,PM2.5,14,14,9,6,6,9,10,6,4,4,3,4,4,5,5,7,5,5,9,9,5,6,6,6
花蓮,2025/05/10,PM2.5,5,6,4,7,11,8,9,7,6,5,3,6,8,6,5,5,7,7,9,19,18,8,9,8
花蓮,2025/05/11,PM2.5,7,8,7,6,6,4,3,3,4,4,4,4,3,8,7,4,4,3,2,2,1,1,1,2
花蓮,2025/05/12,PM2.5,5,4,1,7,4,3,5,5,5,6,5,4,7,9,11,15,15,15,12,17,17,14,19,13
花蓮,2025/05/13,PM2.5,17,17,13,12,12,11,12,13,10,8,10,10,7,5,3,1,3,3,2,5,4,6,5,3
花蓮,2025/05/14,PM2.5,5,7,7,4,5,6,3,9,6,6,5,3,1,3,4,2,0,3,3,3,1,0,0,2
花蓮,2025/05/15,PM2.5,2,0,2,1,0,1,2,2,2,1,2,#,3,3,2,4,4,9,6,5,3,2,4,4
花蓮,2025/05/16,PM2.5,3,1,1,1,0,0,0,4,5,#,#,4,5,5,4,3,1,0,2,1,0,2,0,0
花蓮,2025/05/17,PM2.5,0,0,4,10,7,6,5,11,8,6,5,4,4,5,4,4,3,1,2,4,2,4,4,2
花蓮,2025/05/18,PM2.5,0,2,4,5,4,3,3,6,3,2,3,4,7,8,6,3,2,0,1,3,2,4,4,5
花蓮,2025/05/19,PM2.5,5,2,2,3,3,3,4,2,2,2,1,2,5,4,4,8,6,3,2,6,4,0,1,2
花蓮,2025/05/20,PM2.5,0,0,2,3,4,5,4,2,8,9,6,5,3,4,5,7,7,5,2,2,2,2,2,3
花蓮,2025/05/21,PM2.5,3,2,5,4,4,6,3,4,7,7,5,4,7,7,5,8,6,5,5,6,5,5,6,5
花蓮,2025/05/22,PM2.5,6,11,8,8,5,3,4,3,4,11,6,3,6,9,7,7,9,7,10,10,6,5,6,7
花蓮,2025/05/23,PM2.5,4,5,7,7,7,8,5,10,9,#,4,8,9,9,15,14,12,9,9,11,11,8,11,9
花蓮,2025/05/24,PM2.5,6,8,6,10,10,8,5,7,12,11,11,7,6,6,3,3,5,11,10,8,7,6,5,3
花蓮,2025/05/25,PM2.5,2,3,7,9,17,12,11,21,20,16,21,20,14,17,17,14,12,11,11,9,12,10,9,11
花蓮,2025/05/26,PM2.5,11,9,11,6,7,10,11,9,9,10,14,12,11,9,8,8,8,8,16,18,13,14,14,12
花蓮,2025/05/27,PM2.5,15,15,11,11,9,6,11,11,7,#,1,8,7,4,4,8,7,8,5,2,2,0,2,3
花蓮,2025/05/28,PM2.5,5,4,2,4,4,3,2,2,1,0,0,1,2,0,0,0,0,3,4,2,4,5,5,5
花蓮,2025/05/29,PM2.5,4,6,4,2,5,7,4,4,4,3,3,3,6,4,3,6,4,5,6,4,3,1,1,0
花蓮,2025/05/30,PM2.5,0,1,0,0,0,0,3,4,7,8,10,8,8,8,8,11,15,14,19,16,14,15,14,10
花蓮,2025/05/31,PM2.5,14,11,11,11,12,13,13,10,10,14,12,14,11,16,11,14,13,13,15,15,13,12,16,15
花蓮,2025/06/01,PM2.5,9,9,8,8,9,15,13,10,10,6,3,3,3,4,4,3,2,1,1,0,0,2,4,7
花蓮,2025/06/02,PM2.5,5,2,5,9,6,9,8,6,3,5,7,8,5,7,6,7,10,8,6,10,13,9,13,12
花蓮,2025/06/03,PM2.5,10,11,11,9,12,16,10,11,7,10,#,4,9,11,7,6,8,5,4,9,8,6,6,3
花蓮,2025/06/04,PM2.5,1,1,3,5,8,5,5,8,5,6,4,5,4,3,4,6,6,8,5,6,8,4,2,5
花蓮,2025/06/05,PM2.5,9,7,5,6,10,13,11,10,10,10,11,9,10,9,8,7,11,9,6,6,8,11,9,10
花蓮,2025/06/06,PM2.5,10,8,9,15,9,8,9,7,8,4,3,2,0,0,2,5,5,4,4,5,4,2,5,4
花蓮,2025/06/07,PM2.5,3,6,5,5,3,1,2,4,7,6,4,2,4,4,4,4,6,8,8,11,12,10,5,5
花蓮,2025/06/08,PM2.5,6,5,5,6,7,6,5,7,8,5,7,9,7,5,3,4,4,2,4,5,3,3,7,4
花蓮,2025/06/09,PM2.5,6,4,0,3,4,2,4,2,2,3,#,#,0,1,5,6,5,5,5,7,6,6,4,3
花蓮,2025/06/10,PM2.5,8,10,6,6,4,3,2,2,5,3,4,4,2,1,0,1,5,6,4,3,1,4,4,4
花蓮,2025/06/11,PM2.5,6,5,6,3,2,2,5,6,7,6,4,2,5,3,2,9,6,5,6,8,5,7,5,1
花蓮,2025/06/12,PM2.5,2,4,3,0,3,4,6,5,3,7,7,7,4,0,4,5,5,7,3,1,3,3,3,3
花蓮,2025/06/13,PM2.5,0,2,3,4,4,3,5,6,3,2,1,6,4,7,4,0,4,3,15,6,5,4,3,4
花蓮,2025/06/14,PM2.5,3,5,4,7,5,5,6,7,2,6,8,11,9,6,7,5,3,7,8,8,10,9,6,10
花蓮,2025/06/15,PM2.5,9,8,6,7,6,12,10,7,7,5,7,5,12,10,12,18,10,15,15,15,15,13,10,11
花蓮,2025/06/16,PM2.5,12,9,11,13,8,11,9,13,16,10,9,9,10,11,7,8,11,9,9,12,8,8,11,11
花蓮,2025/06/17,PM2.5,10,13,14,14,10,9,7,9,11,#,13,14,11,11,14,11,10,7,5,5,6,9,9,7
花蓮,2025/06/18,PM2.5,7,9,5,3,3,4,4,6,6,14,18,10,5,0,0,3,4,4,5,5,5,10,5,2
花蓮,2025/06/19,PM2.5,0,1,2,2,7,6,4,6,4,5,5,2,2,4,7,7,5,3,2,2,5,11,7,4
花蓮,2025/06/20,PM2.5,4,5,4,7,4,5,8,6,5,4,2,1,3,5,3,6,4,4,3,4,3,4,4,5
花蓮,2025/06/21,PM2.5,4,5,9,6,6,7,7,6,5,3,2,2,3,4,4,4,5,5,6,6,4,3,4,3
花蓮,2025/06/22,PM2.5,5,6,5,5,6,7,5,7,5,3,3,1,0,5,4,5,6,7,7,10,7,6,6,8
花蓮,2025/06/23,PM2.5,7,5,8,11,9,8,11,9,13,#,0,6,5,4,7,6,8,9,8,8,6,7,6,7
花蓮,2025/06/24,PM2.5,8,15,7,11,9,9,9,9,10,10,12,9,10,15,9,6,6,7,8,6,9,10,11,11
花蓮,2025/06/25,PM2.5,9,12,13,11,12,9,12,11,13,10,7,5,5,5,5,3,2,1,0,2,5,6,5,3
花蓮,2025/06/26,PM2.5,3,4,7,7,7,4,7,9,5,3,2,1,6,4,0,2,2,1,1,2,6,7,3,2
花蓮,2025/06/27,PM2.5,5,5,3,6,9,11,8,4,1,4,3,2,1,4,3,4,6,7,6,4,2,2,8,10
花蓮,2025/06/28,PM2.5,7,5,4,3,7,6,3,1,4,3,4,3,0,3,5,2,2,3,4,9,6,5,2,0
花蓮,2025/06/29,PM2.5,5,4,8,6,4,5,5,7,8,5,5,5,5,4,4,3,3,2,3,10,7,9,7,7
花蓮,2025/06/30,PM2.5,5,4,4,4,6,4,2,4,7,4,0,0,1,1,#,2,5,4,1,1,1,3,4,5
花蓮,2025/07/01,PM2.5,3,5,4,3,2,3,3,7,9,#,4,4,6,5,2,4,5,3,5,6,6,5,6,4
花蓮,2025/07/02,PM2.5,4,5,5,4,6,6,7,6,4,7,6,5,4,6,6,5,5,6,9,9,11,9,11,9
花蓮,2025/07/03,PM2.5,10,10,10,7,8,11,7,9,15,10,13,9,9,7,9,7,9,7,9,7,13,10,8,11
花蓮,2025/07/04,PM2.5,6,7,8,5,9,14,12,8,7,12,6,12,9,5,3,4,3,3,7,5,3,3,2,1
花蓮,2025/07/05,PM2.5,6,5,4,5,7,7,3,3,3,3,4,4,7,3,4,20,7,7,6,4,4,4,2,3
花蓮,2025/07/06,PM2.5,5,4,2,0,3,6,3,1,1,3,4,3,4,4,2,1,3,5,6,5,4,3,7,5
花蓮,2025/07/07,PM2.5,2,2,2,5,4,5,4,4,3,2,3,4,5,6,4,4,6,2,3,4,8,7,4,2
花蓮,2025/07/08,PM2.5,2,5,6,5,5,5,6,6,6,4,7,9,7,5,6,6,6,11,9,10,12,10,10,9
花蓮,2025/07/09,PM2.5,8,8,11,17,10,12,11,10,15,#,15,13,13,9,11,9,13,13,10,11,10,6,13,9
花蓮,2025/07/10,PM2.5,9,8,10,6,4,3,5,5,6,5,7,7,5,6,5,11,9,5,6,5,5,9,6,5
花蓮,2025/07/11,PM2.5,5,6,6,4,4,5,4,8,6,7,5,2,2,2,1,1,1,1,2,6,5,5,7,6
花蓮,2025/07/12,PM2.5,8,6,4,7,7,5,14,8,7,6,7,6,7,7,14,11,11,9,15,11,7,6,10,8
花蓮,2025/07/13,PM2.5,8,9,8,8,11,9,11,12,13,11,12,10,10,9,10,11,13,11,12,13,8,9,9,12
花蓮,2025/07/14,PM2.5,9,9,9,9,9,10,9,12,11,14,17,10,16,9,11,16,13,12,17,13,17,15,10,10
花蓮,2025/07/15,PM2.5,9,7,9,12,9,15,13,11,15,#,18,12,16,13,15,14,13,14,15,11,9,10,10,9
花蓮,2025/07/16,PM2.5,9,10,15,12,13,11,8,10,9,10,17,13,11,16,11,14,15,10,9,12,13,9,14,10
花蓮,2025/07/17,PM2.5,7,8,7,9,11,9,9,10,9,13,12,13,12,12,9,11,9,9,9,16,10,10,7,6
花蓮,2025/07/18,PM2.5,12,8,8,6,4,7,9,13,10,9,12,9,5,3,4,5,3,3,6,4,4,4,3,5
花蓮,2025/07/19,PM2.5,3,2,2,3,3,2,0,3,5,5,7,7,11,6,0,1,1,7,6,8,7,4,8,4
